,Previous_Gpa,Stress_Level,Mental_Health_Rating,Dropout_Risk,Exam_Score,Results
58653,4.0,3.5,6.5,No,90,Pass
58654,3.72,6.9,7.3,No,94,Pass
58655,3.5,5.9,4.6,No,85,Pass
58656,3.47,5.7,6.2,No,88,Pass
58657,3.45,5.8,9.9,No,86,Pass
58658,4.0,3.9,5.9,No,100,Pass
58659,3.52,1.7,8.3,No,81,Pass
58660,4.0,3.0,10.0,No,90,Pass
58661,3.91,6.2,8.0,No,99,Pass
58662,2.97,6.1,7.4,No,77,Pass
58663,3.96,6.2,8.0,No,98,Pass
58664,3.13,3.1,4.5,No,86,Pass
58665,4.0,2.3,6.9,No,99,Pass
58666,3.07,6.2,7.8,No,85,Pass
58667,4.0,3.5,6.7,No,100,Pass
58668,4.0,3.7,8.2,No,96,Pass
58669,3.17,4.5,10.0,No,88,Pass
58670,3.19,4.9,8.0,No,65,Pass
58671,3.71,4.0,5.7,No,90,Pass
58672,2.7,2.0,8.2,No,69,Pass
58673,4.0,3.9,10.0,No,94,Pass
58674,4.0,6.0,7.5,No,94,Pass
58675,2.88,5.7,8.5,No,67,Pass
58676,4.0,5.1,8.0,No,96,Pass
58677,3.15,2.7,7.1,No,77,Pass
58678,3.86,3.6,6.8,No,100,Pass
58679,4.0,2.7,7.9,No,100,Pass
58680,4.0,5.0,10.0,No,100,Pass
58681,4.0,5.6,5.1,No,100,Pass
58682,3.69,4.4,8.7,No,88,Pass
58683,3.79,6.2,7.0,No,98,Pass
58684,4.0,2.3,4.2,No,97,Pass
58685,3.89,4.2,6.1,No,100,Pass
58686,4.0,6.2,8.0,No,85,Pass
58687,3.47,4.5,6.8,No,83,Pass
58688,4.0,4.0,7.7,No,100,Pass
58689,3.97,1.0,5.8,No,100,Pass
58690,4.0,5.0,5.0,No,98,Pass
58691,3.5,4.3,10.0,No,90,Pass
58692,3.95,1.3,7.0,No,97,Pass
58693,3.4,4.8,8.5,No,91,Pass
58694,3.2,4.5,8.4,No,89,Pass
58695,3.01,6.1,6.0,No,77,Pass
58696,3.12,7.5,6.1,No,78,Pass
58697,4.0,6.4,7.7,No,100,Pass
58698,2.75,6.7,3.8,No,73,Pass
58699,3.93,6.3,3.9,No,100,Pass
58700,3.13,6.9,7.3,No,85,Pass
58701,3.32,8.5,8.2,No,75,Pass
58702,4.0,4.9,4.6,No,97,Pass
58703,4.0,3.1,7.8,No,100,Pass
58704,3.39,5.7,8.2,No,85,Pass
58705,4.0,3.6,4.3,No,92,Pass
58706,3.37,5.8,6.0,No,85,Pass
58707,4.0,7.5,6.3,No,100,Pass
58708,4.0,3.5,7.3,No,100,Pass
58709,4.0,6.0,4.6,No,100,Pass
58710,2.71,5.9,8.8,No,74,Pass
58711,4.0,6.1,9.4,No,100,Pass
58712,4.0,4.6,8.0,No,98,Pass
58713,3.12,5.4,5.0,No,77,Pass
58714,4.0,1.9,6.6,No,95,Pass
58715,4.0,5.7,3.4,No,95,Pass
58716,3.44,7.5,5.2,No,82,Pass
58717,4.0,4.7,6.9,No,100,Pass
58718,3.11,6.4,8.4,No,76,Pass
58719,4.0,9.2,6.3,No,98,Pass
58720,3.5,7.9,5.7,No,84,Pass
58721,4.0,3.4,5.9,No,100,Pass
58722,3.84,5.9,4.6,No,100,Pass
58723,4.0,6.7,7.5,No,95,Pass
58724,4.0,5.5,5.3,No,100,Pass
58725,4.0,5.3,6.1,No,97,Pass
58726,4.0,1.2,9.9,No,92,Pass
58727,4.0,4.5,8.0,No,100,Pass
58728,3.18,2.2,5.5,No,87,Pass
58729,2.27,6.1,5.9,No,58,Pass
58730,3.08,3.5,6.8,No,79,Pass
58731,2.87,6.6,7.4,No,65,Pass
58732,4.0,6.1,6.5,No,100,Pass
58733,3.72,3.9,10.0,No,93,Pass
58734,4.0,5.3,6.3,No,94,Pass
58735,3.15,3.3,9.3,No,78,Pass
58736,3.77,5.7,5.7,No,93,Pass
58737,4.0,3.2,1.5,No,100,Pass
58738,3.83,5.8,7.0,No,100,Pass
58739,4.0,3.6,7.6,No,100,Pass
58740,4.0,1.0,5.7,No,97,Pass
58741,4.0,3.0,3.4,No,100,Pass
58742,3.45,4.0,4.9,No,87,Pass
58743,3.44,6.2,5.5,No,83,Pass
58744,2.87,7.0,4.7,No,70,Pass
58745,3.37,1.4,7.9,No,88,Pass
58746,4.0,5.4,5.6,No,100,Pass
58747,3.08,3.5,8.7,No,83,Pass
58748,4.0,5.0,5.6,No,98,Pass
58749,4.0,5.4,6.0,No,100,Pass
58750,4.0,3.9,5.6,No,95,Pass
58751,3.79,4.8,9.6,No,97,Pass
58752,4.0,7.0,5.7,No,100,Pass
58753,4.0,6.4,7.6,No,97,Pass
58754,3.48,2.2,7.3,No,83,Pass
58755,4.0,4.3,4.2,No,97,Pass
58756,4.0,6.4,7.1,No,100,Pass
58757,3.82,4.1,9.7,No,97,Pass
58758,4.0,3.0,5.6,No,94,Pass
58759,3.28,6.2,4.0,No,86,Pass
58760,3.46,3.7,7.2,No,85,Pass
58761,2.42,9.6,3.4000000000000004,Yes,53,Pass
58762,3.56,3.7,8.0,No,90,Pass
58763,3.41,2.9,6.0,No,83,Pass
58764,3.94,2.4,8.0,No,97,Pass
58765,3.58,6.0,8.3,No,81,Pass
58766,3.75,3.3,5.3,No,90,Pass
58767,3.79,9.4,10.0,No,92,Pass
58768,3.46,1.0,8.0,No,84,Pass
58769,4.0,5.4,5.4,No,98,Pass
58770,4.0,4.9,4.5,No,100,Pass
58771,2.88,4.5,4.3,No,76,Pass
58772,4.0,2.9,7.3,No,100,Pass
58773,4.0,4.7,9.5,No,100,Pass
58774,4.0,5.1,5.2,No,99,Pass
58775,3.5,7.0,8.9,No,82,Pass
58776,4.0,6.6,5.9,No,100,Pass
58777,4.0,4.5,8.7,No,100,Pass
58778,4.0,5.9,6.3,No,96,Pass
58779,3.17,3.8,4.0,No,88,Pass
58780,4.0,6.3,8.8,No,94,Pass
58781,3.06,3.7,7.3,No,71,Pass
58782,4.0,3.8,10.0,No,100,Pass
58783,4.0,4.3,4.9,No,98,Pass
58784,2.52,4.4,7.1,No,64,Pass
58785,3.71,8.2,2.5,No,95,Pass
58786,3.42,3.6,6.6,No,82,Pass
58787,4.0,8.8,5.5,No,95,Pass
58788,3.35,3.2,4.1,No,77,Pass
58789,4.0,6.5,7.8,No,100,Pass
58790,3.79,3.5,6.7,No,90,Pass
58791,4.0,6.4,8.1,No,95,Pass
58792,4.0,4.3,10.0,No,100,Pass
58793,4.0,6.2,8.1,No,100,Pass
58794,4.0,4.5,4.7,No,97,Pass
58795,4.0,5.8,8.7,No,91,Pass
58796,3.84,5.3,5.5,No,96,Pass
58797,3.76,5.1,8.6,No,95,Pass
58798,3.82,10.0,5.3,No,99,Pass
58799,4.0,5.1,4.6,No,100,Pass
58800,2.51,5.6,4.8,No,59,Pass
58801,2.44,8.6,4.6,No,51,Pass
58802,2.85,2.8,7.6,No,75,Pass
58803,4.0,6.4,5.0,No,100,Pass
58804,4.0,8.1,9.5,No,96,Pass
58805,2.83,6.3,6.4,No,73,Pass
58806,3.78,2.7,10.0,No,94,Pass
58807,4.0,8.1,1.0,No,98,Pass
58808,3.29,9.5,9.8,Yes,88,Pass
58809,3.74,2.9,7.7,No,91,Pass
58810,3.38,2.2,5.1,No,87,Pass
58811,3.49,1.0,6.8,No,81,Pass
58812,4.0,3.0,4.5,No,100,Pass
58813,2.09,8.3,10.0,Yes,50,Pass
58814,4.0,3.5,7.7,No,98,Pass
58815,4.0,7.2,4.6,No,97,Pass
58816,3.66,3.9,6.9,No,97,Pass
58817,4.0,6.6,7.5,No,97,Pass
58818,4.0,5.5,5.2,No,94,Pass
58819,3.99,3.8,7.9,No,99,Pass
58820,3.72,3.7,7.4,No,92,Pass
58821,4.0,5.9,2.7,No,97,Pass
58822,2.96,1.6,6.0,No,73,Pass
58823,2.92,4.7,4.4,No,70,Pass
58824,3.33,6.4,5.9,No,83,Pass
58825,4.0,1.9,4.0,No,100,Pass
58826,3.2,8.1,4.5,No,81,Pass
58827,3.9,4.0,9.8,No,100,Pass
58828,2.83,9.8,2.7,No,69,Pass
58829,3.58,6.7,5.7,No,83,Pass
58830,3.98,2.9,6.0,No,98,Pass
58831,3.58,3.8,6.5,No,95,Pass
58832,4.0,4.9,10.0,No,100,Pass
58833,4.0,3.4,9.5,No,97,Pass
58834,3.98,5.3,9.5,No,92,Pass
58835,3.67,7.9,2.0,No,93,Pass
58836,4.0,2.4,5.1,No,98,Pass
58837,3.02,6.2,6.0,No,75,Pass
58838,3.21,6.3,8.4,No,75,Pass
58839,3.34,4.2,9.8,No,74,Pass
58840,4.0,5.9,6.8,No,100,Pass
58841,3.59,8.4,6.9,No,95,Pass
58842,3.31,7.7,1.9,No,94,Pass
58843,4.0,6.6,10.0,No,93,Pass
58844,4.0,5.9,6.5,No,100,Pass
58845,4.0,3.4,6.6,No,100,Pass
58846,3.05,3.1,7.3,No,79,Pass
58847,4.0,5.8,4.2,No,100,Pass
58848,4.0,3.0,7.9,No,96,Pass
58849,3.23,2.8,5.5,No,83,Pass
58850,3.58,6.7,4.9,No,84,Pass
58851,4.0,5.3,4.7,No,100,Pass
58852,4.0,5.8,9.7,No,100,Pass
58853,4.0,5.3,6.4,No,89,Pass
58854,4.0,3.5,10.0,No,100,Pass
58855,4.0,4.9,7.0,No,99,Pass
58856,3.3,5.3,3.6,No,91,Pass
58857,3.96,1.0,8.1,No,90,Pass
58858,3.63,3.4,10.0,No,98,Pass
58859,3.06,4.7,6.1,No,80,Pass
58860,3.41,6.0,10.0,No,87,Pass
58861,3.48,6.0,5.3,No,92,Pass
58862,3.72,5.4,8.2,No,98,Pass
58863,3.32,5.5,6.1,No,86,Pass
58864,2.68,7.8,6.9,No,66,Pass
58865,4.0,4.1,5.3,No,100,Pass
58866,3.78,9.7,5.4,Yes,100,Pass
58867,4.0,6.4,8.7,No,95,Pass
58868,4.0,7.5,6.8,No,96,Pass
58869,3.2,7.0,9.4,No,87,Pass
58870,4.0,3.2,6.4,No,100,Pass
58871,3.27,4.5,5.5,No,80,Pass
58872,2.71,7.0,5.2,No,63,Pass
58873,4.0,9.4,7.1,No,99,Pass
58874,3.49,5.5,10.0,No,86,Pass
58875,4.0,8.1,9.4,No,100,Pass
58876,3.19,6.5,8.5,No,87,Pass
58877,3.75,3.1,8.3,No,93,Pass
58878,3.9,7.9,5.9,No,100,Pass
58879,4.0,4.5,6.7,No,92,Pass
58880,3.67,4.6,8.2,No,90,Pass
58881,3.54,1.9,9.6,No,94,Pass
58882,3.72,5.7,5.3,No,97,Pass
58883,4.0,5.5,10.0,No,89,Pass
58884,4.0,6.2,8.9,No,100,Pass
58885,3.4,4.9,8.2,No,91,Pass
58886,4.0,9.1,7.699999999999999,Yes,97,Pass
58887,4.0,6.2,5.8,No,100,Pass
58888,4.0,1.2,7.9,No,100,Pass
58889,3.93,7.2,4.2,No,97,Pass
58890,4.0,4.2,6.9,No,100,Pass
58891,2.95,8.1,6.2,No,78,Pass
58892,4.0,5.9,9.4,No,100,Pass
58893,4.0,5.2,3.0,No,100,Pass
58894,4.0,1.3,5.9,No,100,Pass
58895,4.0,5.8,6.3,No,100,Pass
58896,3.54,10.0,8.1,No,95,Pass
58897,3.85,3.9,9.0,No,100,Pass
58898,4.0,4.8,7.6,No,97,Pass
58899,3.61,2.1,6.4,No,85,Pass
58900,4.0,4.2,8.6,No,99,Pass
58901,3.38,4.9,5.9,No,77,Pass
58902,3.28,6.4,7.8,No,87,Pass
58903,4.0,4.5,5.6,No,100,Pass
58904,3.89,4.6,9.1,No,100,Pass
58905,3.12,8.0,8.5,No,75,Pass
58906,4.0,4.9,8.6,No,95,Pass
58907,3.24,6.2,7.8,No,79,Pass
58908,2.77,5.4,6.8,No,72,Pass
58909,3.74,5.7,7.6,No,97,Pass
58910,3.92,1.0,7.3,No,96,Pass
58911,3.13,1.3,8.2,No,70,Pass
58912,3.33,7.1,5.7,No,91,Pass
58913,4.0,4.8,5.9,No,91,Pass
58914,3.08,1.7,10.0,No,74,Pass
58915,3.27,6.4,9.1,No,82,Pass
58916,4.0,5.8,7.0,No,91,Pass
58917,3.86,4.1,10.0,No,100,Pass
58918,3.22,6.1,9.0,No,80,Pass
58919,4.0,6.7,5.8,No,100,Pass
58920,4.0,5.8,9.5,No,94,Pass
58921,4.0,2.1,2.2,No,98,Pass
58922,2.85,8.3,6.4,Yes,75,Pass
58923,4.0,7.9,3.3,No,97,Pass
58924,3.95,7.0,7.0,No,87,Pass
58925,3.48,4.6,7.6,No,84,Pass
58926,3.68,5.4,10.0,No,84,Pass
58927,2.64,4.9,5.9,No,64,Pass
58928,2.67,1.0,8.2,No,68,Pass
58929,4.0,2.6,7.7,No,100,Pass
58930,3.2,3.9,7.5,No,74,Pass
58931,4.0,4.8,1.0,No,92,Pass
58932,4.0,4.8,7.3,No,100,Pass
58933,2.78,3.0,6.7,No,67,Pass
58934,3.69,9.3,6.8,Yes,100,Pass
58935,3.28,4.8,6.2,No,75,Pass
58936,4.0,5.2,3.3,No,100,Pass
58937,4.0,9.7,6.0,Yes,100,Pass
58938,3.47,6.1,8.7,No,94,Pass
58939,2.8,6.2,9.0,No,73,Pass
58940,4.0,7.5,9.5,No,88,Pass
58941,3.49,4.5,5.9,No,86,Pass
58942,3.11,6.5,8.5,No,76,Pass
58943,3.77,7.9,10.0,No,97,Pass
58944,3.39,5.7,8.3,No,94,Pass
58945,4.0,1.0,4.0,No,97,Pass
58946,3.91,2.8,9.8,No,95,Pass
58947,3.69,6.9,4.1,No,97,Pass
58948,4.0,5.8,5.9,No,98,Pass
58949,3.84,4.8,6.0,No,99,Pass
58950,3.28,4.8,8.6,No,79,Pass
58951,4.0,6.6,6.1,No,100,Pass
58952,3.72,8.5,8.3,No,100,Pass
58953,3.11,6.5,10.0,No,78,Pass
58954,4.0,2.0,9.2,No,100,Pass
58955,3.19,6.3,2.1,No,78,Pass
58956,4.0,4.7,10.0,No,100,Pass
58957,2.51,9.4,3.8,Yes,73,Pass
58958,4.0,2.3,6.5,No,100,Pass
58959,3.0,6.8,10.0,No,82,Pass
58960,3.46,1.0,8.4,No,85,Pass
58961,2.64,6.7,4.6,No,68,Pass
58962,4.0,4.2,8.8,No,100,Pass
58963,3.16,5.6,5.0,No,89,Pass
58964,4.0,5.5,8.5,No,98,Pass
58965,3.82,6.9,8.7,No,94,Pass
58966,4.0,4.9,8.3,No,100,Pass
58967,2.92,5.3,6.0,No,73,Pass
58968,3.95,6.8,7.5,No,98,Pass
58969,3.6,8.0,5.8,No,89,Pass
58970,3.7,6.2,5.4,No,96,Pass
58971,4.0,9.2,7.800000000000001,Yes,100,Pass
58972,4.0,5.2,8.7,No,100,Pass
58973,3.82,5.5,9.6,No,100,Pass
58974,3.62,5.4,6.5,No,92,Pass
58975,4.0,6.0,6.3,No,96,Pass
58976,2.91,3.1,7.0,No,80,Pass
58977,3.39,4.0,6.6,No,88,Pass
58978,2.72,2.0,7.4,No,70,Pass
58979,4.0,3.5,6.2,No,99,Pass
58980,3.25,7.7,8.5,No,81,Pass
58981,4.0,5.1,10.0,No,98,Pass
58982,3.54,3.5,5.7,No,83,Pass
58983,4.0,1.9,10.0,No,100,Pass
58984,3.04,5.5,9.6,No,75,Pass
58985,3.32,6.8,7.3,No,89,Pass
58986,4.0,3.0,6.2,No,100,Pass
58987,3.72,4.8,5.6,No,93,Pass
58988,3.34,3.8,5.3,No,88,Pass
58989,3.54,3.1,9.7,No,85,Pass
58990,2.43,8.0,7.0,No,61,Pass
58991,4.0,4.8,2.6,No,100,Pass
58992,3.02,9.0,9.6,Yes,75,Pass
58993,4.0,9.0,3.1,Yes,100,Pass
58994,3.93,4.5,9.2,No,99,Pass
58995,4.0,4.9,9.1,No,98,Pass
58996,3.14,6.4,8.6,No,75,Pass
58997,4.0,3.4,5.2,No,100,Pass
58998,3.08,6.5,6.6,No,71,Pass
58999,3.58,3.6,10.0,No,88,Pass
59000,4.0,5.7,8.8,No,99,Pass
59001,4.0,4.0,8.3,No,100,Pass
59002,4.0,2.0,10.0,No,100,Pass
59003,3.57,5.0,8.0,No,89,Pass
59004,3.17,3.8,4.2,No,77,Pass
59005,3.96,2.9,7.7,No,99,Pass
59006,3.46,3.7,5.2,No,83,Pass
59007,3.07,3.6,6.9,No,71,Pass
59008,2.99,5.1,5.2,No,78,Pass
59009,3.91,7.8,8.4,No,92,Pass
59010,3.11,4.5,10.0,No,75,Pass
59011,3.07,6.8,6.5,No,78,Pass
59012,3.83,6.3,4.5,No,90,Pass
59013,4.0,6.4,4.4,No,100,Pass
59014,3.21,1.2,7.4,No,78,Pass
59015,4.0,6.1,5.9,No,100,Pass
59016,3.71,5.4,3.1,No,98,Pass
59017,4.0,5.5,6.5,No,100,Pass
59018,4.0,5.1,5.9,No,98,Pass
59019,3.27,5.4,10.0,No,86,Pass
59020,3.03,6.3,7.2,No,75,Pass
59021,4.0,4.4,6.7,No,92,Pass
59022,2.9,5.2,6.7,No,66,Pass
59023,3.36,6.6,6.6,No,86,Pass
59024,4.0,4.6,4.6,No,100,Pass
59025,3.31,6.8,4.1,No,87,Pass
59026,3.56,6.3,7.6,No,91,Pass
59027,3.98,5.7,10.0,No,100,Pass
59028,4.0,4.0,10.0,No,100,Pass
59029,2.84,6.3,7.2,No,70,Pass
59030,4.0,4.7,10.0,No,99,Pass
59031,2.76,7.7,4.1,No,70,Pass
59032,3.33,3.4,10.0,No,83,Pass
59033,3.56,1.0,4.3,No,94,Pass
59034,4.0,4.6,8.4,No,98,Pass
59035,3.71,3.6,10.0,No,100,Pass
59036,2.97,5.9,7.0,No,80,Pass
59037,4.0,6.5,6.2,No,90,Pass
59038,3.69,6.8,10.0,No,94,Pass
59039,4.0,3.3,5.3,No,100,Pass
59040,2.95,4.3,7.6,No,70,Pass
59041,2.81,3.8,7.3,No,70,Pass
59042,3.84,4.6,5.7,No,96,Pass
59043,3.84,6.6,4.5,No,93,Pass
59044,3.83,3.1,6.2,No,92,Pass
59045,4.0,3.6,7.2,No,100,Pass
59046,4.0,5.5,4.7,No,100,Pass
59047,3.07,5.2,7.6,No,82,Pass
59048,3.71,4.1,4.5,No,89,Pass
59049,4.0,7.2,3.6,No,99,Pass
59050,4.0,5.3,7.1,No,98,Pass
59051,3.07,4.2,7.9,No,76,Pass
59052,4.0,2.2,7.3,No,100,Pass
59053,3.77,4.7,8.7,No,94,Pass
59054,3.58,5.1,6.6,No,96,Pass
59055,4.0,4.4,5.9,No,100,Pass
59056,3.86,4.5,6.7,No,99,Pass
59057,3.27,5.9,4.9,No,75,Pass
59058,4.0,5.6,6.1,No,95,Pass
59059,3.31,1.5,7.2,No,82,Pass
59060,3.47,5.1,5.9,No,86,Pass
59061,4.0,1.9,5.9,No,94,Pass
59062,3.02,2.0,9.0,No,69,Pass
59063,2.71,3.1,7.4,No,63,Pass
59064,4.0,4.9,5.2,No,96,Pass
59065,3.5,7.7,5.1,No,85,Pass
59066,3.78,2.8,7.6,No,100,Pass
59067,2.7,8.1,2.3,Yes,65,Pass
59068,4.0,5.8,8.5,No,98,Pass
59069,2.99,5.7,6.4,No,76,Pass
59070,3.15,3.6,4.8,No,86,Pass
59071,3.25,3.7,6.3,No,85,Pass
59072,2.39,7.8,5.7,No,61,Pass
59073,4.0,6.4,9.4,No,86,Pass
59074,4.0,6.0,5.1,No,99,Pass
59075,4.0,7.9,2.5,No,100,Pass
59076,4.0,5.3,6.8,No,100,Pass
59077,3.09,5.4,10.0,No,87,Pass
59078,3.62,1.0,6.3,No,93,Pass
59079,2.88,3.2,2.8,No,76,Pass
59080,2.6,6.0,4.3,No,59,Pass
59081,3.15,8.6,7.0,No,78,Pass
59082,3.16,4.7,5.5,No,80,Pass
59083,3.65,4.6,7.7,No,94,Pass
59084,4.0,6.9,7.1,No,100,Pass
59085,4.0,4.4,5.6,No,93,Pass
59086,4.0,4.3,6.7,No,100,Pass
59087,3.97,4.9,6.8,No,100,Pass
59088,4.0,3.6,6.4,No,100,Pass
59089,3.36,4.8,6.3,No,86,Pass
59090,2.39,6.6,8.4,No,64,Pass
59091,4.0,7.5,2.9,No,95,Pass
59092,4.0,3.6,2.6,No,98,Pass
59093,4.0,4.9,10.0,No,100,Pass
59094,4.0,4.9,6.2,No,99,Pass
59095,4.0,7.8,6.1,No,97,Pass
59096,3.3,3.4,7.5,No,85,Pass
59097,3.79,5.6,5.9,No,96,Pass
59098,3.42,6.5,8.0,No,77,Pass
59099,4.0,4.7,3.2,No,99,Pass
59100,2.49,9.6,5.9,Yes,66,Pass
59101,4.0,5.5,7.9,No,100,Pass
59102,4.0,9.2,5.2,No,100,Pass
59103,3.86,4.2,4.3,No,100,Pass
59104,4.0,7.3,7.5,No,100,Pass
59105,4.0,7.1,6.3,No,100,Pass
59106,4.0,7.5,3.0,No,100,Pass
59107,4.0,3.5,5.8,No,94,Pass
59108,2.7,6.3,5.3,No,66,Pass
59109,2.88,6.3,4.1,No,72,Pass
59110,2.38,7.0,8.1,No,57,Pass
59111,2.83,6.6,7.4,No,68,Pass
59112,4.0,2.0,6.1,No,100,Pass
59113,3.79,6.0,10.0,No,93,Pass
59114,3.35,1.2,10.0,No,83,Pass
59115,3.77,5.7,5.4,No,100,Pass
59116,3.02,3.9,6.6,No,76,Pass
59117,2.83,4.4,7.6,No,71,Pass
59118,3.24,3.1,6.6,No,86,Pass
59119,4.0,1.0,6.2,No,100,Pass
59120,3.54,3.7,7.7,No,93,Pass
59121,3.78,7.2,5.2,No,94,Pass
59122,3.99,7.1,5.5,No,100,Pass
59123,4.0,5.8,7.7,No,98,Pass
59124,3.93,4.0,5.1,No,94,Pass
59125,3.76,4.6,5.1,No,100,Pass
59126,3.62,7.4,4.8,No,86,Pass
59127,4.0,9.3,4.8,No,100,Pass
59128,3.3,6.6,7.7,No,84,Pass
59129,4.0,3.5,9.9,No,92,Pass
59130,3.39,5.0,10.0,No,79,Pass
59131,3.92,8.6,7.5,No,92,Pass
59132,2.88,7.0,5.2,No,72,Pass
59133,4.0,7.9,5.6,No,100,Pass
59134,3.84,7.4,4.7,No,94,Pass
59135,4.0,5.8,8.2,No,95,Pass
59136,4.0,6.8,5.8,No,100,Pass
59137,4.0,4.5,6.6,No,100,Pass
59138,3.53,8.9,6.0,Yes,85,Pass
59139,4.0,7.3,4.8,No,100,Pass
59140,4.0,6.2,10.0,No,100,Pass
59141,2.6,7.6,8.0,No,63,Pass
59142,4.0,7.3,1.1,No,93,Pass
59143,3.87,5.2,3.3,No,100,Pass
59144,2.9,6.7,10.0,No,76,Pass
59145,2.99,5.2,7.4,No,75,Pass
59146,4.0,4.4,6.7,No,98,Pass
59147,4.0,4.2,8.9,No,98,Pass
59148,3.25,4.2,7.2,No,87,Pass
59149,3.15,7.8,5.2,No,77,Pass
59150,3.46,5.3,2.5,No,85,Pass
59151,3.09,5.1,6.9,No,70,Pass
59152,3.56,4.1,4.3,No,87,Pass
59153,3.98,7.5,1.9,No,85,Pass
59154,3.93,5.8,5.3,No,92,Pass
59155,2.76,9.0,5.4,No,66,Pass
59156,4.0,5.8,9.0,No,100,Pass
59157,4.0,5.8,6.6,No,93,Pass
59158,3.56,5.2,6.7,No,84,Pass
59159,3.79,4.3,6.0,No,100,Pass
59160,2.48,7.4,6.5,No,68,Pass
59161,4.0,6.0,3.2,No,99,Pass
59162,3.38,2.3,2.7,No,86,Pass
59163,3.47,5.6,3.9,No,85,Pass
59164,2.32,3.9,7.8,No,55,Pass
59165,4.0,7.0,6.4,No,100,Pass
59166,3.9,5.9,6.5,No,99,Pass
59167,4.0,9.0,6.3,No,100,Pass
59168,3.43,4.7,5.6,No,79,Pass
59169,3.9,6.3,6.0,No,99,Pass
59170,3.16,3.4,8.0,No,83,Pass
59171,3.58,7.1,8.3,No,91,Pass
59172,3.93,4.7,6.4,No,100,Pass
59173,4.0,1.0,7.7,No,91,Pass
59174,4.0,3.9,6.1,No,100,Pass
59175,3.55,6.0,6.2,No,90,Pass
59176,3.35,4.3,6.6,No,93,Pass
59177,3.7,2.4,4.5,No,96,Pass
59178,3.84,1.0,5.6,No,100,Pass
59179,4.0,4.3,8.0,No,100,Pass
59180,4.0,4.5,10.0,No,100,Pass
59181,3.0,7.5,10.0,No,86,Pass
59182,4.0,3.6,6.0,No,99,Pass
59183,3.36,6.5,4.0,No,82,Pass
59184,3.86,6.3,9.3,No,91,Pass
59185,3.44,4.0,4.7,No,73,Pass
59186,2.87,6.7,7.1,No,65,Pass
59187,3.87,8.4,6.6,No,100,Pass
59188,4.0,6.6,3.1,No,95,Pass
59189,3.81,2.4,5.6,No,100,Pass
59190,4.0,5.1,8.6,No,100,Pass
59191,3.66,6.0,6.9,No,88,Pass
59192,3.99,3.0,7.6,No,94,Pass
59193,4.0,5.4,10.0,No,100,Pass
59194,2.76,4.5,4.8,No,63,Pass
59195,3.91,8.7,6.1,No,95,Pass
59196,3.79,5.0,5.8,No,95,Pass
59197,4.0,4.9,9.2,No,98,Pass
59198,2.6,3.2,7.2,No,56,Pass
59199,3.96,5.9,8.0,No,100,Pass
59200,3.77,6.1,3.5,No,96,Pass
59201,3.81,4.9,8.6,No,89,Pass
59202,4.0,3.6,6.0,No,98,Pass
59203,4.0,1.9,8.3,No,100,Pass
59204,3.66,5.3,7.5,No,88,Pass
59205,4.0,5.2,10.0,No,95,Pass
59206,4.0,1.1,7.9,No,92,Pass
59207,4.0,3.3,8.9,No,100,Pass
59208,4.0,2.6,2.3,No,100,Pass
59209,4.0,5.2,5.4,No,98,Pass
59210,2.66,7.5,5.2,No,66,Pass
59211,4.0,6.6,5.7,No,88,Pass
59212,3.55,5.7,5.1,No,78,Pass
59213,4.0,6.6,6.8,No,100,Pass
59214,2.52,1.8,8.6,No,70,Pass
59215,2.82,2.9,8.8,No,73,Pass
59216,2.7,5.7,9.7,No,71,Pass
59217,3.69,4.4,5.3,No,95,Pass
59218,3.69,5.8,5.9,No,89,Pass
59219,2.75,3.7,4.6,No,66,Pass
59220,3.75,8.5,8.5,No,90,Pass
59221,3.0,1.0,5.6,No,77,Pass
59222,3.54,3.3,9.7,No,87,Pass
59223,4.0,2.0,2.5,No,96,Pass
59224,2.6,6.7,6.1,No,70,Pass
59225,3.65,4.0,7.1,No,99,Pass
59226,2.58,9.1,4.0,No,64,Pass
59227,3.72,1.0,9.7,No,87,Pass
59228,3.79,5.2,9.2,No,91,Pass
59229,4.0,5.2,10.0,No,96,Pass
59230,3.02,5.6,5.5,No,79,Pass
59231,3.88,3.7,9.5,No,90,Pass
59232,4.0,3.2,8.4,No,100,Pass
59233,3.7,5.7,4.6,No,91,Pass
59234,3.73,1.3,7.5,No,88,Pass
59235,4.0,1.8,10.0,No,94,Pass
59236,3.58,2.0,6.8,No,90,Pass
59237,3.19,5.2,5.8,No,87,Pass
59238,3.74,5.4,5.2,No,95,Pass
59239,3.27,2.7,5.7,No,83,Pass
59240,3.73,3.5,4.5,No,95,Pass
59241,3.08,6.7,5.8,No,72,Pass
59242,2.84,2.2,7.6,No,69,Pass
59243,4.0,3.5,7.1,No,100,Pass
59244,3.84,7.3,8.1,No,93,Pass
59245,4.0,2.5,6.5,No,93,Pass
59246,4.0,7.2,8.4,No,100,Pass
59247,3.69,4.7,6.1,No,84,Pass
59248,3.3,5.2,9.8,No,75,Pass
59249,2.88,5.3,4.0,No,68,Pass
59250,3.66,1.1,9.9,No,88,Pass
59251,4.0,7.2,6.8,No,100,Pass
59252,3.15,1.2,7.6,No,76,Pass
59253,3.82,1.3,7.9,No,100,Pass
59254,4.0,1.7,9.6,No,92,Pass
59255,4.0,5.5,7.8,No,100,Pass
59256,4.0,7.6,2.7,No,98,Pass
